Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
1910,3903,2,3,2,2014,Suburban,Good,Yes,984584
1911,1293,4,4,2,2006,Urban,Good,Yes,778089
1912,1492,3,2,3,2024,Suburban,Good,No,631536
1913,4414,5,1,3,2024,Urban,Poor,No,1000169
1914,2986,2,2,1,1993,Urban,Fair,No,749667
1915,1600,4,2,1,1986,Rural,Poor,No,407971
1916,4421,6,1,3,1983,Suburban,Fair,Yes,1035395
1917,4635,2,2,2,2021,Urban,Fair,Yes,1114375
1918,884,6,1,1,2019,Downtown,Good,No,682272
1919,4382,5,4,3,2013,Rural,Poor,Yes,1007145
1920,817,1,5,1,2001,Downtown,Poor,Yes,642129
1921,707,2,4,2,2010,Downtown,Good,No,684004
1922,4003,1,5,3,1993,Downtown,Good,No,1183388
1923,1074,1,3,3,1984,Rural,Good,Yes,498634
1924,2450,2,4,3,2010,Urban,Poor,Yes,824432
1925,2195,2,2,1,2018,Suburban,Poor,Yes,602826
1926,2852,3,3,2,1984,Rural,Good,Yes,776668
1927,1665,5,5,2,1982,Urban,Poor,No,684774
1928,4633,4,4,2,1982,Rural,Poor,Yes,979889
1929,747,1,2,1,2013,Suburban,Good,No,434859
1930,1324,1,4,1,2023,Downtown,Poor,No,616279
1931,1418,2,2,2,2001,Urban,Poor,No,527335
1932,2102,4,5,1,2011,Downtown,Excellent,Yes,1074427
1933,4896,3,3,3,1982,Rural,Fair,No,942769
1934,4923,4,2,2,1999,Suburban,Excellent,Yes,1249841
1935,977,2,2,3,2003,Rural,Poor,Yes,377635
1936,4298,6,1,3,1983,Urban,Poor,No,989065
1937,2089,1,4,2,2017,Suburban,Excellent,No,801370
1938,3028,5,5,3,2023,Downtown,Poor,No,1049489
1939,4984,3,5,2,2020,Suburban,Fair,No,1133973
1940,3011,1,5,2,2016,Suburban,Fair,Yes,843797
1941,2115,2,3,1,2007,Downtown,Poor,No,676884
1942,4474,2,4,3,1987,Downtown,Excellent,Yes,1394862
1943,2024,6,2,2,2015,Suburban,Fair,No,702702
1944,2598,5,2,3,2015,Rural,Good,Yes,828688
1945,3938,6,1,1,2024,Downtown,Good,Yes,1187909
1946,3927,5,3,3,2023,Suburban,Excellent,No,1133069
1947,3732,5,4,2,2006,Rural,Fair,Yes,970307
1948,4089,1,2,1,2013,Urban,Good,Yes,1020326
1949,2173,3,4,3,1989,Suburban,Good,No,746001
1950,841,2,4,1,1980,Rural,Excellent,No,492769
1951,1112,1,1,2,2012,Suburban,Poor,Yes,374780
1952,3343,1,1,1,2004,Rural,Good,Yes,721743
1953,1199,6,3,1,2009,Downtown,Fair,Yes,811561
1954,3968,6,2,1,2003,Suburban,Good,No,964964
1955,4657,4,4,3,1998,Downtown,Fair,Yes,1345519
1956,1744,6,4,2,2022,Suburban,Fair,No,695630
1957,1354,6,4,3,2020,Downtown,Excellent,Yes,1045228
1958,1147,3,1,2,2013,Urban,Poor,Yes,501724
1959,2260,4,2,1,1988,Urban,Good,Yes,793657
1960,3424,4,1,2,2014,Rural,Excellent,Yes,908938
1961,1945,6,1,1,2018,Suburban,Poor,No,537186
1962,2392,4,2,3,2022,Urban,Fair,No,832018
1963,3425,4,1,1,1993,Downtown,Poor,No,867276
1964,2767,5,1,3,1990,Urban,Poor,Yes,814865
1965,3008,5,1,1,2007,Urban,Good,Yes,919359
1966,4300,2,3,1,2005,Downtown,Poor,Yes,1099013
1967,4693,6,5,1,1991,Rural,Poor,Yes,1010578
1968,4626,5,5,1,1986,Suburban,Good,No,1140264
1969,3386,6,4,3,2023,Downtown,Fair,No,1162730
1970,2590,1,5,1,2014,Urban,Excellent,Yes,990514
1971,2475,5,4,3,1981,Downtown,Excellent,No,1080471
1972,4315,4,1,2,2011,Suburban,Excellent,Yes,1089701
1973,3590,1,4,3,1989,Rural,Fair,Yes,825498
1974,3461,3,2,1,2005,Urban,Poor,No,815271
1975,1459,6,3,2,2016,Suburban,Poor,Yes,609090
1976,1736,3,5,2,2009,Rural,Good,Yes,732675
1977,2965,5,1,1,1988,Rural,Good,Yes,739445
1978,4148,6,5,3,2024,Urban,Good,Yes,1338137
1979,3366,6,5,3,2015,Rural,Poor,No,890323
1980,4301,6,5,3,2009,Rural,Excellent,Yes,1270029
1981,2066,2,5,2,2008,Downtown,Excellent,Yes,1042449
1982,814,5,4,2,2004,Rural,Poor,No,436497
1983,4959,4,4,3,1989,Downtown,Excellent,Yes,1476627
1984,3222,5,5,1,2011,Rural,Good,Yes,966434
1985,2125,6,2,2,1983,Urban,Poor,No,692663
1986,3720,6,5,2,2023,Downtown,Poor,Yes,1192161
1987,1975,3,5,1,2001,Urban,Good,No,795302
1988,4889,4,4,3,2005,Suburban,Fair,No,1147261
1989,2121,6,2,3,1988,Urban,Excellent,Yes,952447
1990,1444,3,4,1,1996,Rural,Good,Yes,623246
1991,3367,6,4,1,2001,Downtown,Fair,Yes,1146122
1992,2415,6,2,2,2013,Urban,Poor,Yes,835698
1993,1470,5,4,2,2003,Rural,Excellent,No,716180
1994,3257,1,5,2,2011,Urban,Good,Yes,1000261
1995,2190,3,5,1,2023,Rural,Poor,No,612421
1996,1950,1,2,3,2001,Suburban,Good,Yes,664023
1997,3583,2,4,2,1985,Urban,Good,No,969428
1998,3276,3,2,1,1993,Suburban,Good,Yes,880402
1999,4498,6,5,1,1995,Downtown,Excellent,No,1381012
2000,731,5,3,1,2024,Rural,Good,Yes,503207
